,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
1963,1964,crowd,crowd,True,Single object,,,
1964,1965,barn,barn,True,Single object,,,
1965,1966,river,river,True,Single object,,,
1966,1967,road,road,True,Single object,,,
1967,1968,office,office,True,Single object,,,
1968,1969,bookshelf,bookshelf,True,Single object,,,
1969,1970,school,school,True,Single object,,,
1970,1971,lawn,lawn,True,Single object,,,
1971,1972,cloudy sky,cloudy sky,True,Single object,,,
1972,1973,meadow,meadow,True,Single object,,,
1973,1974,tent,tent,True,Single object,,,
1974,1975,bathroom,bathroom,True,Single object,,,
1975,1976,plate,plate,True,Single object,,,
1976,1977,yard,yard,True,Single object,,,
1977,1978,living room,living room,True,Single object,,,
1978,1979,window,window,True,Single object,,,
1979,1980,forest,forest,True,Single object,,,
1980,1981,concert,concert,True,Single object,,,
1981,1982,pond,pond,True,Single object,,,
1982,1983,sunset,sunset,True,Single object,,,
1983,1984,parking lot,parking lot,True,Single object,,,
1984,1985,store,store,True,Single object,,,
1985,1986,flower,flower,True,Single object,,,
1986,1987,shopping mall,shopping mall,True,Single object,,,
1987,1988,restaurant,restaurant,True,Single object,,,
1988,1989,dining room,dining room,True,Single object,,,
1989,1990,church,church,True,Single object,,,
1990,1991,shoe,shoe,True,Single object,,,
1991,1992,swimming pool,swimming pool,True,Single object,,,
1992,1993,classroom,classroom,True,Single object,,,
1993,1994,train station,train station,True,Single object,,,
1994,1995,goat,goat,True,Single object,,,
1995,1996,bag,bag,True,Single object,,,
1996,1997,albatross,albatross,True,Single object,,,
1997,1998,water bottle,water bottle,True,Single object,,,
1998,1999,beaver,beaver,True,Single object,,,
1999,2000,pen,pen,True,Single object,,,
2000,2001,skunk,skunk,True,Single object,,,
2001,2002,wallaby,wallaby,True,Single object,,,
2002,2003,hat,hat,True,Single object,,,
2003,2004,watch,watch,True,Single object,,,
2004,2005,seagull,seagull,True,Single object,,,
2005,2006,wombat,wombat,True,Single object,,,
2006,2007,pig,pig,True,Single object,,,
2007,2008,guitar,guitar,True,Single object,,,
2008,2009,chipmunk,chipmunk,True,Single object,,,
2009,2010,lamb,lamb,True,Single object,,,
2010,2011,ferret,ferret,True,Single object,,,
2011,2012,parrot,parrot,True,Single object,,,
2012,2013,deer,deer,True,Single object,,,
2013,2014,elk,elk,True,Single object,,,
2014,2015,vulture,vulture,True,Single object,,,
2015,2016,doll,doll,True,Single object,,,
2016,2017,penguin,penguin,True,Single object,,,
2017,2018,ball of yarn,ball of yarn,True,Single object,,,
2018,2019,moose,moose,True,Single object,,,
2019,2020,sea lion,sea lion,True,Single object,,,
2020,2021,falcon,falcon,True,Single object,,,
2021,2022,weasel,weasel,True,Single object,,,
2022,2023,seal,seal,True,Single object,,,
2023,2024,wolf,wolf,True,Single object,,,
2024,2025,otter,otter,True,Single object,,,
2025,2026,raccoon,raccoon,True,Single object,,,
2026,2027,condor,condor,True,Single object,,,
2027,2028,eagle,eagle,True,Single object,,,
2028,2029,crow,crow,True,Single object,,,
2029,2030,squirrel,squirrel,True,Single object,,,
2030,2031,goose,goose,True,Single object,,,
2031,2032,hedgehog,hedgehog,True,Single object,,,
2032,2033,pigeon,pigeon,True,Single object,,,
2033,2034,kangaroo,kangaroo,True,Single object,,,
2034,2035,peacock,peacock,True,Single object,,,
2035,2036,turkey,turkey,True,Single object,,,
2036,2037,fox,fox,True,Single object,,,
2037,2038,chicken,chicken,True,Single object,,,
2038,2039,cockatoo,cockatoo,True,Single object,,,
2039,2040,hare,hare,True,Single object,,,
2040,2041,hawk,hawk,True,Single object,,,
2041,2042,mink,mink,True,Single object,,,
2042,2043,flamingo,flamingo,True,Single object,,,
2043,2044,duck,duck,True,Single object,,,
2044,2045,orange,orange,True,Single object,,,
2045,2046,person,person,True,Single object,,,
2046,2047,tv,tv,True,Single object,,,
2047,2048,horse,horse,True,Single object,,,
2048,2049,baseball bat,baseball bat,True,Single object,,,
2049,2050,crocodile,crocodile,True,Single object,,,
2050,2051,watering can,watering can,True,Single object,,,
2051,2052,rabbit,rabbit,True,Single object,,,
2052,2053,dolphin,dolphin,True,Single object,,,
2053,2054,remote control,remote control,True,Single object,,,
2054,2055,turtle,turtle,True,Single object,,,
2055,2056,tutu,tutu,True,Single object,,,
2056,2057,telescope,telescope,True,Single object,,,
2057,2058,panda,panda,True,Single object,,,
2058,2059,slice of pizza,slice of pizza,True,Single object,,,
2059,2060,roller coaster,roller coaster,True,Single object,,,
2060,2061,salad,salad,True,Single object,,,
2061,2062,soccer,soccer,True,Single object,,,
2062,2063,cockroach,cockroach,True,Single object,,,
2063,2064,spray bottle,spray bottle,True,Single object,,,
2064,2065,hippo,hippo,True,Single object,,,
2065,2066,ballerina,ballerina,True,Single object,,,
2066,2067,hockey,hockey,True,Single object,,,
2067,2068,saw,saw,True,Single object,,,
2068,2069,piano,piano,True,Single object,,,
2069,2070,smartphone,smartphone,True,Single object,,,
2070,2071,computer,computer,True,Single object,,,
2071,2072,baseball,baseball,True,Single object,,,
2072,2073,lion,lion,True,Single object,,,
2073,2074,cucumber,cucumber,True,Single object,,,
2074,2075,trampoline,trampoline,True,Single object,,,
2075,2076,scooter,scooter,True,Single object,,,
2076,2077,tiger,tiger,True,Single object,,,
2077,2078,picture,picture,True,Single object,,,
2078,2079,tomato,tomato,True,Single object,,,
2079,2080,tennis,tennis,True,Single object,,,
2080,2081,goblin,goblin,True,Single object,,,
2081,2082,hamster,hamster,True,Single object,,,
2082,2083,astronaut,astronaut,True,Single object,,,
2083,2084,monkey,monkey,True,Single object,,,
2084,2085,stapler,stapler,True,Single object,,,
2085,2086,burrito,burrito,True,Single object,,,
2086,2087,television,television,True,Single object,,,
2087,2088,fly,fly,True,Single object,,,
2088,2089,frog,frog,True,Single object,,,
2089,2090,boy,boy,True,Single object,,,
2090,2091,soccer ball,soccer ball,True,Single object,,,
2091,2092,man,man,True,Single object,,,
2092,2093,orchestra,orchestra,True,Single object,,,
2093,2094,unicycle ,unicycle ,True,Single object,,,
2094,2095,tractor,tractor,True,Single object,,,
2095,2096,princess,princess,True,Single object,,,
2096,2097,teapot,teapot,True,Single object,,,
2097,2098,calculator,calculator,True,Single object,,,
2098,2099,hammer,hammer,True,Single object,,,
2099,2100,brush,brush,True,Single object,,,
2100,2101,disco ball,disco ball,True,Single object,,,
2101,2102,dachshund,dachshund,True,Single object,,,
2102,2103,plane,plane,True,Single object,,,
2103,2104,microscope,microscope,True,Single object,,,
2104,2105,nail,nail,True,Single object,,,
2105,2106,bowl of ice cream,bowl of ice cream,True,Single object,,,
2106,2107,ketchup bottle,ketchup bottle,True,Single object,,,
2107,2108,diploma,diploma,True,Single object,,,
2108,2109,student,student,True,Single object,,,
2109,2110,bike,bike,True,Single object,,,
2110,2111,ship,ship,True,Single object,,,
2111,2112,dollar bill,dollar bill,True,Single object,,,
2112,2113,whisk,whisk,True,Single object,,,
2113,2114,trash can,trash can,True,Single object,,,
2114,2115,beer,beer,True,Single object,,,
2115,2116,puppy,puppy,True,Single object,,,
2116,2117,lizard,lizard,True,Single object,,,
2117,2118,sofa,sofa,True,Single object,,,
2118,2119,bush,bush,True,Single object,,,
2119,2120,plant,plant,True,Single object,,,
2120,2121,pirate,pirate,True,Single object,,,
2121,2122,cage,cage,True,Single object,,,
2122,2123,girl,girl,True,Single object,,,
2123,2124,officer,officer,True,Single object,,,
2124,2125,wall,wall,True,Single object,,,
2125,2126,cookie,cookie,True,Single object,,,
2126,2127,wolf walrus,wolf walrus,True,Single object,,,
2127,2128,coyote,coyote,True,Single object,,,
2128,2129,polar bear,polar bear,True,Single object,,,
2129,2130,ram,ram,True,Single object,,,
2130,2131,stag,stag,True,Single object,,,
2131,2132,walrus,walrus,True,Single object,,,
2132,2133,opossum,opossum,True,Single object,,,
2133,2134,leopard,leopard,True,Single object,,,
2134,2135,hippopotamus,hippopotamus,True,Single object,,,
2135,2136,rhinoceros,rhinoceros,True,Single object,,,
2136,2137,pegasus,pegasus,True,Single object,,,
2137,2138,hyena,hyena,True,Single object,,,
2138,2139,chimpanzee,chimpanzee,True,Single object,,,
2139,2140,bat,bat,True,Single object,,,
2140,2141,scorpion,scorpion,True,Single object,,,
2141,2142,bird of prey,bird of prey,True,Single object,,,
2142,2143,koala,koala,True,Single object,,,
2143,2144,shark,shark,True,Single object,,,
2144,2145,boar,boar,True,Single object,,,
2145,2146,oven,oven,True,Single object,,,
2146,2147,billboard,billboard,True,Single object,,,
2147,2148,menu,menu,True,Single object,,,
2148,2149,newspaper,newspaper,True,Single object,,,
2149,2150,map,map,True,Single object,,,
2150,2151,store window,store window,True,Single object,,,
2151,2152,poster,poster,True,Single object,,,
2152,2153,receipt,receipt,True,Single object,,,
2153,2154,business card,business card,True,Single object,,,
2154,2155,notebook,notebook,True,Single object,,,
2155,2156,restaurant menu,restaurant menu,True,Single object,,,
2156,2157,contract,contract,True,Single object,,,
2157,2158,champagne bottle,champagne bottle,True,Single object,,,
2158,2159,perfume bottle,perfume bottle,True,Single object,,,
2159,2160,ticket,ticket,True,Single object,,,
2160,2161,license plate,license plate,True,Single object,,,
2161,2162,postcard,postcard,True,Single object,,,
2162,2163,ticket stub,ticket stub,True,Single object,,,
2163,2164,wine bottle,wine bottle,True,Single object,,,
2164,2165,envelope,envelope,True,Single object,,,
2165,2166,skis,skis,True,Single object,,,
2166,2167,female chef,female chef,True,Single object,,,
2167,2168,female doctor,female doctor,True,Single object,,,
2168,2169,female firefighter,female firefighter,True,Single object,,,
2169,2170,female police officer,female police officer,True,Single object,,,
2170,2171,male chef,male chef,True,Single object,,,
2171,2172,male doctor,male doctor,True,Single object,,,
2172,2173,male firefighter,male firefighter,True,Single object,,,
2173,2174,male police officer,male police officer,True,Single object,,,
2174,2175,conditioner,conditioner,True,Single object,,,
2175,2176,doorknob,doorknob,True,Single object,,,
2176,2177,juicer,juicer,True,Single object,,,
2177,2178,chalk,chalk,True,Single object,,,
2178,2179,pan,pan,True,Single object,,,
2179,2180,cheese,cheese,True,Single object,,,
2180,2181,hair,hair,True,Single object,,,
2181,2182,basketball,basketball,True,Single object,,,
2182,2183,salamander,salamander,True,Single object,,,
2183,2184,celery,celery,True,Single object,,,
2184,2185,lemur,lemur,True,Single object,,,
2185,2186,screw,screw,True,Single object,,,
2186,2187,kettle,kettle,True,Single object,,,
2187,2188,starfish,starfish,True,Single object,,,
2188,2189,heater,heater,True,Single object,,,
2189,2190,sea sponge,sea sponge,True,Single object,,,
2190,2191,gazelle,gazelle,True,Single object,,,
2191,2192,football,football,True,Single object,,,
2192,2193,towel,towel,True,Single object,,,
2193,2194,shampoo,shampoo,True,Single object,,,
2194,2195,glue,glue,True,Single object,,,
2195,2196,cello,cello,True,Single object,,,
2196,2197,onion,onion,True,Single object,,,
2197,2198,fridge,fridge,True,Single object,,,
2198,2199,glasses,glasses,True,Single object,,,
2199,2200,needle,needle,True,Single object,,,
2200,2201,yarn,yarn,True,Single object,,,
2201,2202,salmon,salmon,True,Single object,,,
2202,2203,microphone,microphone,True,Single object,,,
2203,2204,ice,ice,True,Single object,,,
2204,2205,garbage,garbage,True,Single object,,,
2205,2206,rope,rope,True,Single object,,,
2206,2207,lettuce,lettuce,True,Single object,,,
2207,2208,drill,drill,True,Single object,,,
2208,2209,shelf,shelf,True,Single object,,,
2209,2210,trousers,trousers,True,Single object,,,
2210,2211,barbecue,barbecue,True,Single object,,,
2211,2212,dryer,dryer,True,Single object,,,
2212,2213,iron,iron,True,Single object,,,
2213,2214,sweater,sweater,True,Single object,,,
2214,2215,broom,broom,True,Single object,,,
2215,2216,vacuum,vacuum,True,Single object,,,
2216,2217,bin,bin,True,Single object,,,
2217,2218,pheasant,pheasant,True,Single object,,,
2218,2219,grape,grape,True,Single object,,,
2219,2220,nut,nut,True,Single object,,,
2220,2221,cutting board,cutting board,True,Single object,,,
2221,2222,soil,soil,True,Single object,,,
2222,2223,pot,pot,True,Single object,,,
2223,2224,spathetti,spathetti,True,Single object,,,
2224,2225,oil,oil,True,Single object,,,
2225,2226,shovel,shovel,True,Single object,,,
2226,2227,glove,glove,True,Single object,,,
2227,2228,cable,cable,True,Single object,,,
2228,2229,key,key,True,Single object,,,
2229,2230,card,card,True,Single object,,,
2230,2231,ink,ink,True,Single object,,,
2231,2232,buzzard,buzzard,True,Single object,,,
2232,2233,grapefruit,grapefruit,True,Single object,,,
2233,2234,mattress,mattress,True,Single object,,,
2234,2235,helmet,helmet,True,Single object,,,
2235,2236,lock,lock,True,Single object,,,
2236,2237,trombone,trombone,True,Single object,,,
2237,2238,chili,chili,True,Single object,,,
2238,2239,printer,printer,True,Single object,,,
2239,2240,basket,basket,True,Single object,,,
2240,2241,loudspeaker,loudspeaker,True,Single object,,,
2241,2242,gecko,gecko,True,Single object,,,
2242,2243,ostrich,ostrich,True,Single object,,,
2243,2244,badger,badger,True,Single object,,,
2244,2245,jacket,jacket,True,Single object,,,
2245,2246,ipod,ipod,True,Single object,,,
2246,2247,earphones,earphones,True,Single object,,,
2247,2248,chocolate,chocolate,True,Single object,,,
2248,2249,tea,tea,True,Single object,,,
2249,2250,cupcake,cupcake,True,Single object,,,
2250,2251,coffee,coffee,True,Single object,,,
2251,2252,tub,tub,True,Single object,,,
2252,2253,fan,fan,True,Single object,,,
2253,2254,donkey,donkey,True,Single object,,,
2254,2255,shower,shower,True,Single object,,,
2255,2256,screen,screen,True,Single object,,,
2256,2257,ball,ball,True,Single object,,,
2257,2258,shrimp,shrimp,True,Single object,,,
2258,2259,flour,flour,True,Single object,,,
2259,2260,washing machine,washing machine,True,Single object,,,
2260,2261,sock,sock,True,Single object,,,
2261,2262,toucan,toucan,True,Single object,,,
2262,2263,juice,juice,True,Single object,,,
2263,2264,magazine,magazine,True,Single object,,,
2264,2265,soap,soap,True,Single object,,,
2265,2266,cloth,cloth,True,Single object,,,
2266,2267,bucket,bucket,True,Single object,,,
2267,2268,guinea pig,guinea pig,True,Single object,,,
2268,2269,wood,wood,True,Single object,,,
2269,2270,axe,axe,True,Single object,,,
2270,2271,laundry basket,laundry basket,True,Single object,,,
2271,2272,alligator,alligator,True,Single object,,,
2272,2273,purse,purse,True,Single object,,,
2273,2274,ham,ham,True,Single object,,,
